objectid,st_case,year,state,county,fatals,a_crainj,a_region,a_ru,a_inter,a_relrd,a_intsec,a_roadfc,a_junc,a_mancol,a_tod,a_dow,a_ct,a_weather,a_lt,a_mc,a_spcra,a_ped,a_ped_f,a_pedal,a_pedal_f,a_roll,a_polpur,a_posbac,a_d15_19,a_d16_19,a_d15_20,a_d16_20,a_d65_pls,a_d21_24,a_d16_24,a_rd,a_hr,a_dist,a_drowsy,bia,spj_indian,indian_res
132,10133,2020,1,73,1,1,4,2,2,1,2,3,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
133,10134,2020,1,23,1,1,4,1,2,4,2,6,2,1,1,1,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
134,10135,2020,1,115,1,1,4,1,2,1,2,5,2,3,1,1,2,2,2,2,1,2,2,2,2,2,2,3,2,2,2,2,1,2,2,1,2,1,2,0,0,0
135,10136,2020,1,127,1,1,4,1,2,4,2,5,2,1,1,1,1,13,2,2,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,1,2,0,0,0
136,10137,2020,1,17,1,1,4,2,2,4,2,4,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,1,1,2,2,2,0,0,0
137,10138,2020,1,7,2,1,4,1,2,1,2,3,2,3,1,1,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
138,10139,2020,1,33,1,1,4,2,2,3,2,3,2,1,1,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
139,10140,2020,1,73,1,1,4,2,2,1,1,4,1,4,1,1,3,1,2,2,2,2,2,2,2,2,2,3,1,1,1,1,1,2,1,2,2,2,2,0,0,0
140,10141,2020,1,127,1,1,4,1,2,4,2,4,2,1,2,2,2,13,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,2,2,2,0,0,0
141,10142,2020,1,69,1,1,4,1,2,4,2,4,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
142,10143,2020,1,59,1,1,4,1,2,4,2,5,2,1,2,1,1,13,2,2,2,2,2,2,2,2,2,3,1,1,1,1,2,2,1,1,2,2,2,0,0,0
143,10144,2020,1,121,1,1,4,1,2,4,2,5,2,1,1,1,1,1,2,2,1,2,2,2,2,1,2,3,2,2,2,2,2,1,1,1,2,2,2,0,0,0
144,10145,2020,1,49,1,1,4,1,2,4,2,4,2,1,2,1,1,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,2,2,2,0,0,0
145,10146,2020,1,61,1,1,4,1,2,1,1,5,1,4,1,1,2,13,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0
146,10147,2020,1,101,1,1,4,1,2,1,2,3,2,3,2,1,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
147,10148,2020,1,73,1,1,4,1,2,1,2,5,2,3,1,1,2,13,2,2,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
148,10149,2020,1,103,1,1,4,1,2,4,2,5,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
149,10150,2020,1,121,1,1,4,2,2,3,2,3,2,1,2,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,1,2,0,0,0
150,10151,2020,1,13,1,1,4,1,2,1,2,6,2,1,2,2,1,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
151,10152,2020,1,123,1,1,4,1,2,4,2,5,2,1,2,2,1,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
152,10153,2020,1,69,1,1,4,2,2,4,2,6,2,1,1,2,1,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
153,10154,2020,1,73,1,1,4,2,2,4,2,4,2,1,2,1,1,13,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
154,10155,2020,1,87,1,1,4,1,2,1,2,5,2,5,2,1,2,1,2,2,1,2,2,2,2,1,2,3,1,1,1,1,2,2,1,1,1,2,2,0,0,0
155,10156,2020,1,45,1,1,4,2,2,1,2,6,2,1,2,2,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,0,0,0
156,10157,2020,1,103,1,1,4,1,2,4,2,3,2,1,1,1,1,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
157,10158,2020,1,115,1,1,4,1,2,4,2,4,2,1,2,2,1,13,2,2,1,2,2,2,2,2,2,2,1,1,1,1,2,2,1,1,2,2,2,0,0,0
158,10159,2020,1,103,2,1,4,1,2,1,2,5,2,3,1,2,2,13,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,1,1,1,2,2,2,0,0,0
159,10160,2020,1,53,1,1,4,1,2,4,2,6,2,1,2,2,1,13,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
160,10161,2020,1,9,1,1,4,1,2,4,2,3,2,1,1,1,1,1,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,1,1,1,2,2,1,0,0,0
161,10162,2020,1,125,2,1,4,1,2,1,2,3,2,1,2,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
162,10163,2020,1,85,1,1,4,1,2,4,2,5,2,1,2,1,1,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
163,10164,2020,1,17,1,1,4,1,1,3,2,1,2,1,2,1,1,13,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
164,10165,2020,1,73,1,1,4,2,1,1,2,1,2,3,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,0,0,0
165,10166,2020,1,17,1,1,4,2,1,1,2,1,2,3,2,1,2,1,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
166,10167,2020,1,127,1,1,4,1,1,4,2,1,2,1,2,1,1,2,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,1,0,0,0
167,10168,2020,1,81,2,1,4,2,1,2,2,1,2,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
168,10169,2020,1,87,1,1,4,2,1,1,2,1,2,2,1,1,3,1,1,2,2,1,2,2,2,2,2,3,2,2,2,2,2,1,1,2,2,1,2,0,0,0
169,10170,2020,1,1,1,1,4,1,1,1,2,1,2,1,2,2,1,1,2,2,1,2,2,2,2,2,2,3,2,2,1,1,2,2,1,2,2,2,2,0,0,0
170,10171,2020,1,49,1,1,4,1,1,4,2,1,2,1,2,1,1,13,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
171,10172,2020,1,97,1,1,4,2,2,1,2,5,2,1,2,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2,0,0,0
172,10173,2020,1,73,1,1,4,2,2,1,2,3,2,1,2,2,1,13,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2,0,0,0
173,10174,2020,1,89,1,1,4,2,2,1,2,2,2,1,2,1,2,1,2,2,2,1,1,2,2,2,2,3,1,1,1,1,1,2,1,2,2,2,2,0,0,0
174,10176,2020,1,89,2,1,4,1,2,1,1,5,1,4,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,0,0,0
175,10177,2020,1,59,1,1,4,1,2,4,2,5,2,1,2,2,1,1,2,2,1,2,2,2,2,1,2,1,1,1,1,1,2,2,1,1,2,1,2,0,0,0
176,10178,2020,1,117,1,1,4,1,2,1,2,5,2,3,1,1,2,1,2,2,1,2,2,2,2,2,2,3,1,1,1,1,2,2,1,1,2,2,2,0,0,0
177,10179,2020,1,59,1,1,4,1,2,1,1,5,1,4,2,1,2,13,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,0,0,0
178,10180,2020,1,73,1,1,4,2,2,4,2,6,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
179,10181,2020,1,73,1,1,4,2,2,1,1,3,1,2,1,1,2,1,1,2,1,2,2,2,2,2,1,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
180,10182,2020,1,127,1,1,4,1,2,4,2,6,2,1,1,1,1,1,2,2,1,2,2,2,2,1,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
181,10183,2020,1,31,1,1,4,2,2,1,2,4,2,3,2,1,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
182,10184,2020,1,5,1,1,4,1,2,4,2,4,2,1,2,2,1,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
183,10185,2020,1,51,1,1,4,1,2,4,2,5,2,1,2,2,1,13,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,2,2,2,0,0,0
184,10186,2020,1,71,1,1,4,2,2,1,2,4,2,1,1,2,1,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0
185,10187,2020,1,101,1,1,4,1,2,4,2,3,2,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
186,10188,2020,1,79,1,1,4,1,2,4,2,3,2,1,1,1,1,1,2,2,2,2,2,2,2,1,2,3,2,2,2,2,1,2,2,1,2,1,2,0,0,0
187,10190,2020,1,51,1,1,4,1,2,1,2,4,2,1,2,1,1,6,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0
188,10191,2020,1,83,1,1,4,1,2,1,2,3,2,1,1,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,2,2,2,0,0,0
189,10192,2020,1,49,2,1,4,1,2,1,2,4,2,5,1,1,3,1,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
190,10193,2020,1,125,1,1,4,1,2,1,1,2,1,4,1,1,2,1,2,2,2,2,2,2,2,2,2,3,2,2,1,1,1,2,1,2,2,2,2,0,0,0
191,10194,2020,1,9,1,1,4,1,2,4,2,3,2,1,2,2,1,1,2,2,1,2,2,2,2,1,2,3,2,2,2,2,2,2,2,1,2,1,2,0,0,0
192,10195,2020,1,101,1,1,4,2,2,1,1,4,1,1,2,2,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,0,0,0
193,10196,2020,1,101,1,1,4,2,2,4,2,5,2,1,2,2,1,1,2,2,1,2,2,2,2,1,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
194,10197,2020,1,125,1,1,4,2,2,1,1,3,1,4,1,1,2,1,2,2,2,2,2,2,2,1,2,3,2,2,2,2,1,2,2,2,2,2,2,0,0,0
195,10198,2020,1,7,1,1,4,1,2,1,1,3,1,4,1,1,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0
196,10199,2020,1,99,1,1,4,1,2,1,2,4,2,2,2,1,3,1,2,2,2,2,2,2,2,2,2,3,1,1,1,1,2,2,1,2,2,1,2,0,0,0
197,10200,2020,1,103,1,1,4,2,2,1,2,3,2,6,1,1,2,13,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0
198,10201,2020,1,73,1,1,4,2,2,1,1,3,1,4,2,1,2,1,2,1,1,2,2,2,2,2,2,3,2,2,2,2,2,1,1,2,1,2,2,0,0,0
199,10202,2020,1,77,1,1,4,1,2,4,2,6,2,1,2,2,1,1,2,2,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
200,10203,2020,1,43,1,1,4,2,2,4,1,4,1,1,2,2,1,13,2,2,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
201,10204,2020,1,133,1,1,4,1,2,4,2,5,2,1,2,2,1,13,2,2,1,2,2,2,2,2,2,2,1,1,1,1,2,2,1,1,2,2,2,0,0,0
202,10205,2020,1,9,1,1,4,1,2,4,2,4,2,1,2,2,1,1,2,2,1,2,2,2,2,2,2,3,2,2,2,2,2,1,1,1,2,2,2,0,0,0
203,10206,2020,1,101,1,1,4,1,2,4,2,3,2,1,1,1,1,1,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
204,10207,2020,1,73,1,1,4,2,2,1,1,4,1,4,2,1,2,1,2,2,1,2,2,2,2,2,2,3,1,1,1,1,2,2,1,2,2,2,2,0,0,0
205,10208,2020,1,45,1,1,4,2,2,4,2,5,2,1,2,1,1,1,2,2,1,2,2,2,2,1,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
206,10209,2020,1,55,1,1,4,2,2,1,2,6,2,1,2,1,1,1,2,2,1,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,0,0,0
207,10210,2020,1,55,1,1,4,2,2,1,2,3,2,1,1,1,1,2,1,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
208,10211,2020,1,69,1,1,4,2,2,1,1,3,1,4,1,1,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,0,0,0
209,10212,2020,1,113,1,1,4,1,2,4,2,5,2,1,1,1,1,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
210,10213,2020,1,123,1,1,4,1,2,4,2,6,2,1,1,2,1,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
211,10214,2020,1,81,1,1,4,2,2,4,1,5,1,1,2,2,1,1,2,2,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
212,10215,2020,1,111,1,1,4,1,2,1,2,3,2,1,2,2,1,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0
213,10216,2020,1,55,1,1,4,2,2,4,2,4,2,1,2,2,1,1,2,2,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
214,10217,2020,1,43,2,1,4,1,2,4,2,5,2,1,2,2,1,1,2,2,1,2,2,2,2,1,2,2,1,1,1,1,2,2,1,1,2,2,2,0,0,0
215,10218,2020,1,97,1,1,4,1,2,1,1,4,1,4,1,1,2,1,2,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
216,10219,2020,1,123,1,1,4,1,2,1,2,6,2,1,1,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0
217,10220,2020,1,33,2,1,4,1,2,4,2,4,2,1,2,1,1,13,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,0,0,0
218,10221,2020,1,37,1,1,4,1,2,4,2,3,2,1,1,1,1,13,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,1,0,0,0
219,10222,2020,1,33,1,1,4,1,2,1,1,3,1,4,1,1,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,0,0,0
220,10223,2020,1,73,1,1,4,2,2,4,2,4,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
221,10224,2020,1,79,1,1,4,1,2,4,2,5,2,1,1,2,1,1,2,2,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
222,10225,2020,1,115,1,1,4,2,2,4,2,4,2,1,1,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,1,1,2,2,1,1,2,2,2,0,0,0
223,10226,2020,1,49,1,1,4,1,2,1,2,5,2,3,1,2,2,1,2,1,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
224,10227,2020,1,115,1,1,4,1,2,4,2,4,2,1,1,2,1,1,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,1,1,1,2,1,2,0,0,0
225,10228,2020,1,3,1,1,4,2,2,1,2,3,2,3,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
226,10229,2020,1,63,2,1,4,1,2,4,2,5,2,1,1,1,1,1,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
227,10230,2020,1,83,1,1,4,1,2,3,2,3,2,1,1,1,1,13,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
228,10231,2020,1,125,1,1,4,1,2,4,2,6,2,1,2,1,1,1,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,1,1,1,2,2,2,0,0,0
229,10232,2020,1,97,1,1,4,2,2,1,2,6,2,3,2,1,2,1,2,1,2,2,2,2,2,2,1,3,2,2,2,2,2,1,1,1,2,2,2,0,0,0
230,10233,2020,1,89,1,1,4,2,2,1,1,3,1,4,2,1,2,13,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0
231,10234,2020,1,21,1,1,4,1,2,4,1,4,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,1,2,2,2,0,0,0
232,10235,2020,1,81,1,1,4,2,2,4,2,5,3,1,1,2,1,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
233,10236,2020,1,97,1,1,4,2,2,1,1,4,1,4,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0
234,10237,2020,1,123,1,1,4,1,2,4,2,5,2,1,1,2,1,1,2,2,1,2,2,2,2,2,2,2,1,1,1,1,2,2,1,1,2,2,2,0,0,0
235,10238,2020,1,73,1,1,4,2,2,1,2,3,2,1,1,2,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,0,0,0
236,10239,2020,1,103,1,1,4,2,2,1,2,3,2,1,2,2,3,13,2,2,2,1,1,2,2,2,2,2,1,1,1,1,2,2,1,2,2,1,2,0,0,0
237,10240,2020,1,31,1,1,4,2,2,1,1,4,1,4,1,2,2,13,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,0,0,0
238,10242,2020,1,73,1,1,4,2,1,1,2,1,2,1,2,1,1,13,1,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
239,10243,2020,1,97,1,1,4,2,1,1,2,1,2,1,2,1,1,13,2,2,2,1,1,2,2,2,2,3,1,1,1,1,2,2,1,2,2,2,2,0,0,0
240,10244,2020,1,73,1,1,4,2,1,4,2,1,2,1,2,2,1,1,2,2,1,2,2,2,2,1,2,3,2,2,2,2,2,1,1,1,2,2,2,0,0,0
241,10245,2020,1,115,1,1,4,2,1,1,2,1,3,2,2,1,2,1,2,2,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
242,10246,2020,1,117,1,1,4,2,1,4,2,1,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,2,2,1,0,0,0
243,10247,2020,1,3,1,1,4,1,1,3,2,1,2,1,2,2,1,2,2,1,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
244,10248,2020,1,73,1,1,4,2,1,1,2,1,2,1,2,1,1,1,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
245,10249,2020,1,83,1,1,4,1,1,1,2,1,2,2,1,1,3,1,1,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
246,10250,2020,1,83,1,1,4,2,1,4,2,1,2,1,1,1,1,1,2,2,2,2,2,2,2,1,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
247,10251,2020,1,13,1,1,4,1,1,4,2,1,2,1,1,1,1,13,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
248,10252,2020,1,83,1,1,4,2,1,1,2,1,2,3,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,0,0,0
249,10253,2020,1,101,2,1,4,1,1,4,2,1,2,1,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
250,10254,2020,1,3,1,1,4,1,1,4,2,1,2,1,2,1,1,13,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
251,10255,2020,1,97,1,1,4,2,2,1,2,3,2,4,1,2,2,1,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,1,2,2,2,0,0,0
252,10256,2020,1,89,1,1,4,1,2,1,1,5,1,4,1,2,2,1,2,2,2,2,2,2,2,1,2,3,1,1,1,1,1,2,1,2,2,2,2,0,0,0
253,10257,2020,1,15,1,1,4,1,2,1,1,3,1,4,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0
254,10258,2020,1,21,1,1,4,1,2,4,1,5,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
255,10259,2020,1,115,1,1,4,2,2,4,2,6,2,1,2,2,1,1,2,2,1,2,2,2,2,2,2,1,2,2,1,1,2,2,1,1,2,2,2,0,0,0
256,10260,2020,1,107,1,1,4,1,2,1,2,3,2,2,1,1,3,1,1,2,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
257,10261,2020,1,15,1,1,4,2,2,1,2,4,2,1,2,1,1,13,2,2,2,1,1,2,2,2,2,3,2,2,2,2,2,1,1,2,1,2,2,0,0,0
258,10262,2020,1,57,1,1,4,1,2,4,2,4,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
259,10263,2020,1,55,1,1,4,1,2,1,2,3,2,4,2,1,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,1,2,2,2,2,0,0,0
260,10264,2020,1,47,1,1,4,1,2,1,1,3,1,4,1,1,2,1,1,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
261,10265,2020,1,87,1,1,4,1,2,1,2,5,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0
262,10266,2020,1,103,1,1,4,1,2,4,2,6,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
263,10267,2020,1,3,1,1,4,1,2,4,2,4,2,1,1,2,3,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
264,10268,2020,1,73,1,1,4,2,2,1,1,4,1,4,1,2,2,1,1,2,2,2,2,2,2,2,1,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
265,10269,2020,1,89,1,1,4,2,2,1,1,3,1,1,2,2,1,1,2,1,2,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,0,0,0
266,10270,2020,1,97,1,1,4,2,2,1,2,6,2,1,2,2,1,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,0,0,0
267,10271,2020,1,63,1,1,4,1,2,4,2,5,2,1,1,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,1,2,2,2,0,0,0
268,10272,2020,1,121,1,1,4,1,2,1,1,5,1,4,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,0
269,10273,2020,1,99,3,1,4,1,2,1,2,4,2,3,2,2,2,13,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,0,0,0
270,10274,2020,1,27,1,1,4,1,2,4,2,5,2,1,1,1,1,13,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,1,2,2,2,0,0,0
271,10275,2020,1,71,1,1,4,1,2,4,2,6,2,1,1,1,1,13,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
272,10276,2020,1,83,3,1,4,1,2,1,1,3,1,4,2,1,2,13,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,0,0,0
273,10277,2020,1,129,1,1,4,1,2,1,2,3,2,4,1,1,2,2,1,2,1,2,2,2,2,2,2,2,1,1,1,1,2,2,1,1,2,2,2,0,0,0
274,10278,2020,1,21,1,1,4,1,2,1,2,4,2,4,1,1,2,1,1,2,1,2,2,2,2,1,2,3,2,2,2,2,2,1,1,1,2,2,2,0,0,0
275,10279,2020,1,97,1,1,4,2,2,1,1,3,1,4,1,1,3,1,2,2,1,2,2,2,2,2,2,3,1,1,1,1,2,1,1,1,2,2,2,0,0,0
276,10280,2020,1,97,1,1,4,1,2,4,2,5,2,1,1,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
277,10281,2020,1,1,1,1,4,1,2,4,2,5,2,1,2,2,1,2,1,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
278,10282,2020,1,81,1,1,4,1,2,1,2,4,2,3,2,2,2,13,2,2,2,2,2,2,2,2,2,3,2,2,1,1,2,2,1,1,2,2,2,0,0,0
279,10283,2020,1,65,1,1,4,1,2,4,2,5,2,1,2,2,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
280,10284,2020,1,15,1,1,4,2,2,4,2,5,2,1,2,2,1,13,2,2,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,0,0,0
281,10285,2020,1,117,1,1,4,1,2,4,2,6,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,2,2,2,0,0,0
282,10286,2020,1,109,1,1,4,1,2,4,2,6,2,1,2,1,1,13,2,2,1,2,2,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,0,0,0
283,10287,2020,1,49,1,1,4,1,2,4,2,5,2,1,1,1,1,13,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
284,10288,2020,1,97,1,1,4,2,2,1,1,3,1,4,1,1,2,13,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,2,2,0,0,0
285,10289,2020,1,89,1,1,4,2,2,4,2,5,2,1,1,1,1,13,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
286,10290,2020,1,5,1,1,4,1,2,4,2,4,2,1,1,1,1,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,0,0,0
287,10291,2020,1,73,1,1,4,2,2,4,2,5,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,1,2,2,2,0,0,0
